标题,发布日期,作者,是否原创,所属合集,摘要,原文链接
为啥与家人相处情绪稳定这么难？回家过年前和专业心理咨询师聊聊！,2023-01-06 22:00,--,,,为啥与家人相处情绪稳定这么难？回家过年前和专业心理咨询师聊聊！,https://mp.weixin.qq.com/s/N_SErV1FC8hbSXUotKjspg
仅剩2个名额！LL团体咨询第十期开放招募,2023-01-06 22:00,尊重多元合作,,,2月6日正式开组！,https://mp.weixin.qq.com/s/XDwr6vF_Ixx4mrg5nyLJOw
在跨性别青少年门诊，目睹中国家庭的撕裂,2023-01-06 22:00,陈晓妍,,,血肉模糊的分野,https://mp.weixin.qq.com/s/nfA7i4orO-nTQ3Z-HDzfsA
脱单？交友？闲聊？你想要的这里都有！,2023-01-05 22:00,尊重多元合作,原创,,线下交友，Why not！,https://mp.weixin.qq.com/s/4fdnu-wEcFBh8VikfI52QA
为啥与家人相处情绪稳定这么难？回家过年前和专业心理咨询师聊聊！,2023-01-05 22:00,--,,,为啥与家人相处情绪稳定这么难？回家过年前和专业心理咨询师聊聊！,https://mp.weixin.qq.com/s/ulM8ZUMiQKH4nrrLoIlMuw
叮咚！北同1月活动月历来啦，请查收❤️,2023-01-04 22:00,--,,,叮咚！北同1月活动月历来啦，请查收❤️,https://mp.weixin.qq.com/s/t8ISpA6gjEwyb8Luvnfaaw
性多元的你怎么度过春节？丨性多元群体春节互助小组（情感场）,2023-01-01 22:00,小悟生心理,,,家庭关系/情感交流/自我成长,https://mp.weixin.qq.com/s/mFJIw13Ny8BXjzYQ4LAbOw
疫情期间的自我关照指南（性多元友好版）,2023-01-01 22:00,小悟生心理,,,疫情三年，辛苦了。记得好好爱自己。,https://mp.weixin.qq.com/s/Mdmuh0tYb2Z1SudAA2nNWw
心怀感恩，各项目持续稳步推进｜北同11月Newsletter,2022-12-31 22:00,尊重多元合作,原创,#月度简报,感恩一直以来支持我们的的月捐人、捐赠人和社群伙伴。,https://mp.weixin.qq.com/s/ioDfxqmhX_qls8zmokxaow
2022年最后一天，与你分享我们的「玫瑰、荆棘和种子」,2022-12-31 22:00,尊重多元合作,原创,#办公室,寒风虽然凛冽，但是冬日的暖阳总会如期而至。,https://mp.weixin.qq.com/s/r1MlbPnguE7fSYb-XXDtlQ
和导演一起看电影！《早晚一炉香》带你走进HIV感染者真实生活,2022-12-30 22:00,尊重多元合作,原创,,「艾滋病病毒感染者」的普通生活,https://mp.weixin.qq.com/s/jwiG4qwemlzeL3La7hIMVA
2022年我成为了能好好照顾植物的人｜征集,2022-12-30 22:00,尊重多元合作,原创,,年末了，想听听你的「已完成」。,https://mp.weixin.qq.com/s/w0kgYD03CtBVk-XgOgC39g
17岁的跨性别女孩小淘，和她的普通生活,2022-12-29 22:00,尊重多元合作,原创,#Proud Pond彩虹塘,ta们生活的环境和语境里，根本没有「性别」这回事。,https://mp.weixin.qq.com/s/tl9XQwpBRo9jz1NPUjR_XQ
重夺生活的可控感｜2023自由共舞·招募中（内含20个免费体验名额！）,2022-12-25 12:00,自由共舞,,,这是一种只要你活着，就可以跳的即兴舞蹈！,https://mp.weixin.qq.com/s/CrQgJb2VyoRRad0N5077bQ
圣诞快乐！新年快乐！新的一年愿我们的伙伴骄傲如初！,2022-12-25 12:00,--,,,圣诞快乐！新年快乐！新的一年愿我们的伙伴骄傲如初！,https://mp.weixin.qq.com/s/eNyDKffJtk2s6uQd1P0Rlg
新的一年，你想跨过什么？丨线上互助小组报名（成长场）,2022-12-24 22:00,小悟生心理,,,自我成长/情感交流/社会时事,https://mp.weixin.qq.com/s/V0Ymuk7Je_Xl9rStipGpCA
「过山车般的经历」： 男同志伴侣寻求咨询的心路历程｜彩虹心理学,2022-12-24 22:00,小悟生心理,,,男同性恋伴侣最在意咨询师的5个能力。,https://mp.weixin.qq.com/s/XdVG_ai1e5uRFTTjJKUUBw
APA指南 | 看到性多元者的积极一面，认识到TA们的心理复原力与抵抗力,2022-12-23 22:00,小悟生心理,,,性少数群体中的许多人在各自所属的多元化社群中茁壮成长,https://mp.weixin.qq.com/s/vdsAEOoX_Hw1piXKW_DSBg
脆弱加剧：新冠疫情如何影响性多元社群？,2022-12-23 22:00,同小语,,,在危机时期，与更主流的人口相比，那些最边缘化的人们往往会遭受更不成比例的痛苦。,https://mp.weixin.qq.com/s/3N0aJ_A133Vk0yp1JKIsPQ
「陪伴亦力量」2023 · 第一届跨性别家长营,2022-12-22 22:00,尊重多元合作,原创,,首届跨性别家长营名额开放中～,https://mp.weixin.qq.com/s/GqaXQlXKTR5nzy57Kp4cXQ
「我也不知道未来和她会怎么样。」｜月捐人故事电台 Vol. 2,2022-12-22 22:00,尊重多元合作,原创,,希望有一天人们都可以自由、勇敢地表达自己的感情。,https://mp.weixin.qq.com/s/ll5ckTHD6FKnnKxcW45jzw
直播预告：如何建设对性多元包容的家庭？,2022-12-21 22:00,--,,,直播预告：如何建设对性多元包容的家庭？,https://mp.weixin.qq.com/s/HcgCUtqh11uyOjx9cfLo_g
北同 x COMMUNE：冬日周末线下活动来啦！,2022-12-19 22:00,--,,,北同 x COMMUNE：冬日周末线下活动来啦！,https://mp.weixin.qq.com/s/5u51wYFZ2N5YoKjV4Q4Mwg
「妈的多重宇宙」& 平安夜聊聊真爱丨线上互助小组报名,2022-12-18 22:00,小悟生心理,,,纵然窗外寒风凛冽，世间自有温情。,https://mp.weixin.qq.com/s/K6D5m6MkBIbskokdw791-g
冬日故事会：欢迎来到月捐人故事小电台,2022-12-18 22:00,尊重多元合作,,,「恋爱经历挺坎坷的，但甜美幸福的爱情故事给我安慰。」,https://mp.weixin.qq.com/s/6R29o5bUsDXA_Q5gvvmOow
APA指南 | 性少数倾向不是心理疾病，试图改变性倾向会造成伤害,2022-12-17 22:00,小悟生心理,,,对性少数者进行扭转性倾向的尝试，不仅是无效的，还会造成实质性伤害,https://mp.weixin.qq.com/s/KdUHEzqgR1hGKc6pVxA71g
你眼中「健康可持续」的亲密关系，是怎样的？ | 征集,2022-12-17 22:00,尊重多元合作,原创,,定义亲密关系的灵感，来源于过往的经历、电影的场景、还是书中的片段？,https://mp.weixin.qq.com/s/uSQN6yOGSg6B3XjtXl-afg
更安全，更快乐：7个给性多元群体的安全性行为建议｜彩虹心理学,2022-12-17 22:00,小悟生心理,,,第一条，确切的「同意」是至关重要的。,https://mp.weixin.qq.com/s/aKRypTyeYQLieirEsOTy-w
和他相遇之时，世界轻轻飘过,2022-12-14 22:00,忍冬,原创,#Proud Pond彩虹塘,让我狠狠想你，让这一刻暂停，都怪这花样年华，太美丽。,https://mp.weixin.qq.com/s/iMfbkS8H7PTqkljpbbCA6g
出柜是一种纯粹的个人选择吗？,2022-12-14 22:00,山匪,原创,,我们的身份通常与「橱柜」的隐喻相联系，它是一种关系性的建构。,https://mp.weixin.qq.com/s/zLBoMgF_Au2A8I2n8n2AUg
我这里下雪了，你那里呢？&「妈的多重宇宙」| 线上互助小组报名（情感场）,2022-12-10 22:00,小悟生心理,,,感情世界里的初雪/妈的多重宇宙,https://mp.weixin.qq.com/s/y_38D-2K_0MzKAK3zLBMXQ
女人、女同、伴侣暴力受害者：被三重边缘化的她们｜彩虹心理学,2022-12-10 22:00,小悟生心理,,,公众对女同关系中的亲密伴侣关系暴力仍然知之甚少，她们由于性别、性倾向和暴力经历而正在被三重边缘化。,https://mp.weixin.qq.com/s/6PNH7IxZpLP-0W9JdJz9MQ
APA指南 | 认可双泛身份，并反思自己的单性恋偏见,2022-12-09 22:00,小悟生心理,,,心理学从业者应当认识到双性恋、泛性恋和流动性向是合理且健康的身份。,https://mp.weixin.qq.com/s/WMM-4hAfMpSYtba5kZ0c9Q
你眼中「健康可持续」的亲密关系，是怎样的？ | 征集,2022-12-09 22:00,尊重多元合作,原创,,定义亲密关系的灵感，来源于过往的经历、电影的场景、还是书中的片段？,https://mp.weixin.qq.com/s/St2WXDaOrVHCg5uGJ1E6SQ
构建我们的叙事光谱！栏目征稿启事 | Proud Pond彩虹塘,2022-12-08 22:00,尊重多元合作,原创,,「而我们包在自己锯末屑一样的内心里的冰块，描写它的语言又在哪里？」,https://mp.weixin.qq.com/s/LaxbPU1TBYIv1AcX-wBpMA
那一夜，我又梦见那头白鹿,2022-12-08 22:00,忍冬,原创,#Proud Pond彩虹塘,鹿不吃人，所以小庆叔，你是好妖怪。,https://mp.weixin.qq.com/s/R7q8vQG41L4NHyVUQW2CXA
酷学会压轴阵容公开！抓住成为大众学术评审的最后机会～,2022-12-07 22:00,同小语,,,第二届酷学会青言专场即将举办，报名成为大众学术评审，投票支持你欣赏的研究吧！,https://mp.weixin.qq.com/s/9OTW5rlceUpP4O90pxv9ew
HIV原研药已经进入医保，但很多人对艾滋病治疗的认知还停留在上世纪,2022-12-07 22:00,--,,,什么是「原研药」？如何惠及更多的HIV感染者？,https://mp.weixin.qq.com/s/NcI7GTfD38Of1Ip9BZjQ0Q
恋爱要「快餐」还是「马拉松」？丨线上互助小组报名,2022-12-04 22:00,小悟生心理,,,酷基快来,https://mp.weixin.qq.com/s/bTxOpeZMK4_dYqz6zjPmvQ
疫同疗愈&自我可持续 | 性多元深度小组招募,2022-12-04 22:00,小悟生心理,,,彼此陪伴，共度时艰。,https://mp.weixin.qq.com/s/QcEy0WrOZFi2UNnjfqcewA
薅羊毛还是被割韭菜？消费主义下的女性和多元群体｜读完《厌女》读什么 Vol.4,2022-12-04 22:00,尊重多元合作,原创,#读完《厌女》读什么,在消费主义的迷宫里，「我」到底是谁？,https://mp.weixin.qq.com/s/45b3LMHmRhdbnGcM_SDNDQ
线上活动招募！让你周末不孤单！,2022-12-02 22:00,尊重多元合作,原创,,线上读书小组/甄嬛传配音大赛,https://mp.weixin.qq.com/s/tIY7wAdiVYHZCNG0Pg4-OQ
身份的交叉：既是性多元又是心理咨询师是怎样的体验？｜彩虹心理学,2022-12-02 22:00,小悟生心理,,,生活在边缘使我更好理解ta人的痛苦。,https://mp.weixin.qq.com/s/QC96DqTIOD6mtfnmAHBJyQ
世界艾滋病日：将「青春无艾成长计划」项目说给大家听,2022-12-01 22:00,尊重多元合作,原创,,「青春无艾」不只在于「无」新发感染者，更在于「无」歧视与污名化。,https://mp.weixin.qq.com/s/GevcKiFkDrSnuAsy8ZNGqQ
不确定之中，持续重建与修复｜北同10月Newsletter,2022-11-30 22:00,尊重多元合作,原创,#月度简报,北同十月都做了什么~,https://mp.weixin.qq.com/s/jdylLDnLKSNXL0SBCwwedA
你好！欢迎来到北同的「赛博办公室」,2022-11-30 22:00,尊重多元合作,原创,#办公室,虽然大概不会进入一段关系，但爱人的感觉真好！,https://mp.weixin.qq.com/s/NuBUDDEUILELigN4rPq2oA
APA指南 | 区分性倾向问题与性别认同和性别表达问题,2022-11-29 22:00,小悟生心理,,,三者经常被混为一谈，心理学从业者应注意区分,https://mp.weixin.qq.com/s/7FrJHUCDm59hP5Q3Fw3XzQ
性多元人群融入职场学习指南,2022-11-29 22:00,尊重多元合作,原创,,该指南是ILO为雇主和各类组织开发的自学工具。它通过提供相关资源和练习，为预防和解决性多元数人群在劳动世界的歧视、污名和排斥提供了行动指导。,https://mp.weixin.qq.com/s/b1-BLIjL-HoTRJbDNwrCKA
同桌的TA：校园必备多元性别知识20问｜反暴力16日知识问答闯关,2022-11-28 22:00,你们的镇镇,,,不一样？都一样！镇镇反暴力16日特别企划！,https://mp.weixin.qq.com/s/B1c2-3hNGHCvfFdwTsbW6w
直播预告：感染HIV后，超越创伤，成为我自己,2022-11-28 22:00,--,,,直播预告：感染HIV后，超越创伤，成为我自己,https://mp.weixin.qq.com/s/tQlvTaQYND0B1rJ-Yr0jeQ
构建我们的叙事光谱！栏目征稿启事 | Proud Pond彩虹塘,2022-11-26 22:00,尊重多元合作,原创,,「而我们包在自己锯末屑一样的内心里的冰块，描写它的语言又在哪里？」,https://mp.weixin.qq.com/s/8DsBi7MiwM6kevVQc_VIGA
直播倒计时：资深跨性别公益人核桃来啦！,2022-11-26 22:00,--,,,直播倒计时：资深跨性别公益人核桃来啦！,https://mp.weixin.qq.com/s/o_MsoEsicQPTeez0n5IOJw
国际消除对妇女暴力日：拉拉伴侣之间，就没有暴力了吗？｜彩虹心理学,2022-11-26 22:00,小悟生心理,,,我们对「针对妇女的暴力」仍有许多误解。,https://mp.weixin.qq.com/s/OoBwoTuFxyeGrTB3KoX5bQ
一位HIV感染者的自述 | 红会讲座,2022-11-25 22:00,BFSURC在行动,,,对歧视和污名化say no！,https://mp.weixin.qq.com/s/-6mO9wo_0NJp-ErxCUO2ow
如何真正取悦自我？丨线上互助小组报名,2022-11-25 22:00,小悟生心理,,,取悦自我/恋爱要“快餐”还是“马拉松”,https://mp.weixin.qq.com/s/uzIqzEHMz7BjyQuLQnXZYQ
下周三，一起聊聊「恋爱脑」！,2022-11-25 22:00,--,,,下周三，一起聊聊「恋爱脑」！,https://mp.weixin.qq.com/s/GQPw5hPJ_gOxyHC1gfs0Mw
酷学会学术公演首发阵容公开！即刻报名，为你欣赏的研究投票吧！,2022-11-24 22:00,同小语,,,第二届酷学会大众学术评审报名通道即日开启~性别研究爱好者看这里！,https://mp.weixin.qq.com/s/g8e3YKJYAu6L9qeGt4nwBA
互助小组实习生急招！让同伴互助触达更多人,2022-11-24 22:00,小悟生心理,,,多元、有趣、疗愈与自我成长,https://mp.weixin.qq.com/s/1xZLML7qBRt9kkn3iv2iVw
致我们生命中的星星,2022-11-24 22:00,尊重多元合作,原创,,感恩月捐人的一路相伴。是你们的爱与陪伴，融化了最深的夜。,https://mp.weixin.qq.com/s/A1NtlQNUuTZ1M2RoNYCUSA
第三期志愿者培训，来了,2022-11-23 22:00,尊重多元合作,原创,,想从不同角度和你聊聊怎么更好的理解自己，理解他人，理解社群和社会,https://mp.weixin.qq.com/s/HtT63gde2QCzJ8ClovBotA
APA指南 | 不同的性倾向与不同的身份、背景相交织,2022-11-23 22:00,小悟生心理,,,一起推动心理行业多元发展。,https://mp.weixin.qq.com/s/mNqeO8QDcVatng1XsK4jkQ
酷儿家庭寄养往事：心照不宣的许可,2022-11-23 22:00,尊重多元合作,原创,,多元性别群体成为寄养或收养家长的概率高达七倍。,https://mp.weixin.qq.com/s/i9UMqOMD8D4W9huwHR60fA
直播预告：我们应当如何服务跨性别者？资深跨性别公益人核桃亲述,2022-11-21 22:00,--,,,直播预告：我们应当如何服务跨性别者？资深跨性别公益人核桃亲述,https://mp.weixin.qq.com/s/CcYfW8ST9WxkVj2PbNB29w
疫同聊聊生活的变化 | 线上互助小组报名,2022-11-20 22:00,小悟生心理,,,如何应对疫情给生活带来的改变,https://mp.weixin.qq.com/s/5tKTnUs4R5TG92E3I-qD6Q
北同 x COMMUNE：3分钟，遇见心仪的那个ta！,2022-11-20 22:00,--,,,北同 x COMMUNE：3分钟，遇见心仪的那个ta！,https://mp.weixin.qq.com/s/6BUBL_Tm5hKI09zSQNgPlw
APA《性少数人群实践指南》中文版译序,2022-11-19 22:00,尊重多元合作,,,一起推动心理行业多元化发展。,https://mp.weixin.qq.com/s/tUfakNnwdJG9XO2oiaP8hg
跨性别纪念日：作为跨性别者的父母会想知道的 10 件事｜彩虹心理学,2022-11-19 22:00,小悟生心理,,,父母第一次得知自己的孩子是跨性别者或二元性别时，通常会问这 10 个问题。,https://mp.weixin.qq.com/s/lPQ5ugRdPU_UkOZzLRrDlg
做一只孤独的狐狸：关于我为什么不进入亲密关系,2022-11-18 22:00,尊重多元合作,原创,,做一只孤独的狐狸，总比当一朵玫瑰来的快乐。,https://mp.weixin.qq.com/s/h7Jsgiy0pNeB9cfB9xxJXg
体验一次模拟人生丨成都线下互助小组报名,2022-11-17 22:00,小悟生心理,,,线下自我探索小组，包含指定饮品一杯（成都）,https://mp.weixin.qq.com/s/Ichrm4ak_Ok3yTXE5WiVIA
跨性别纪念日：《跨性别医疗照护手册》2022版正式发布,2022-11-17 22:00,尊重多元合作,原创,,跨性别纪念日前夕，《跨性别医疗照护手册》2022版更新完毕,https://mp.weixin.qq.com/s/hm-7nddg24vYlIeWvG6XoA
做到这5点，你的性多元来访者会更信任你,2022-11-16 22:00,小悟生心理,,,性多元人群友善咨询师【基础课程】第七期学员火热招募中🔥,https://mp.weixin.qq.com/s/CJOx0c1mEJ1zXID__VQEug
跨性别纪念日：我们身边的跨性别者在经历怎样的生活？,2022-11-16 22:00,尊重多元合作,原创,,「我现在觉得自己被生下来很幸福。」,https://mp.weixin.qq.com/s/NkMqe4xONd5uouFNg5feHg
直播倒计时！耶鲁大学专家谈「性创伤」,2022-11-12 22:00,--,,,直播倒计时！耶鲁大学专家谈「性创伤」,https://mp.weixin.qq.com/s/iPXe0KAnLDFG9sdjFKjnVA
渴望建立关系，又害怕「被出柜」：左右为难的拉拉们是如何网恋的？｜彩虹心理学,2022-11-12 22:00,小悟生心理,,,一边是机遇，一边是风险。,https://mp.weixin.qq.com/s/qh5l6Jru6P0xTncnKx2K_Q
再见，爱人 & 我内心渴望的人生是什么模样？丨线上/线下互助小组报名,2022-11-11 22:00,小悟生心理,,,想要离开关系的时刻 / 线下自我探索小组（成都）,https://mp.weixin.qq.com/s/w03x0I3P1vmjJZwAo-SOHA
你为什么选择不进入亲密关系？| 征集,2022-11-11 22:00,尊重多元合作,原创,,「我想和这个世界恋爱。」,https://mp.weixin.qq.com/s/sBRL4adRBFBqwV3gD867yg
别处的视角：3个异乡人的多元文化感知,2022-11-09 22:00,尊重多元合作,原创,,在哪里，你都不是一个人。,https://mp.weixin.qq.com/s/rlxdtIvTG3Eu8mtlZUS9EQ
重磅直播：耶鲁大学专家Dr.Murad Khan讲授「性创伤」专题,2022-11-08 22:00,--,,,重磅直播：耶鲁大学专家Dr.Murad Khan讲授「性创伤」专题,https://mp.weixin.qq.com/s/xAy9I_xUBlPOAOBBe3w8aA
「泛性恋不就是海王吗？」：关于泛性恋你需要了解的7件事｜彩虹心理学,2022-11-05 22:00,小悟生心理,,,泛性恋这个词语，已经存在了一个多世纪。,https://mp.weixin.qq.com/s/EKGjCImmfJYPTaW3tU2niA
